,angularity,filename,empresa,gravel_size,image
297,"2755,91","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Angularity\Image_022,tif",ocs - pilhapulmão,4.75 (#4),Image_022.tif
298,"2289,20","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Angularity\Image_023,tif",ocs - pilhapulmão,4.75 (#4),Image_023.tif
299,"4177,96","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Angularity\Image_024,tif",ocs - pilhapulmão,4.75 (#4),Image_024.tif
300,"4255,53","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Angularity\Image_025,tif",ocs - pilhapulmão,4.75 (#4),Image_025.tif
301,"4155,77","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Angularity\Image_026,tif",ocs - pilhapulmão,4.75 (#4),Image_026.tif
302,"2968,47","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Angularity\Image_027,tif",ocs - pilhapulmão,4.75 (#4),Image_027.tif
303,"1969,17","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Angularity\Image_028,tif",ocs - pilhapulmão,4.75 (#4),Image_028.tif
304,"2650,40","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Angularity\Image_029,tif",ocs - pilhapulmão,4.75 (#4),Image_029.tif
305,"2621,17","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Angularity\Image_030,tif",ocs - pilhapulmão,4.75 (#4),Image_030.tif
306,"3716,06","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Angularity\Image_031,tif",ocs - pilhapulmão,4.75 (#4),Image_031.tif
307,"2890,34","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Angularity\Image_032,tif",ocs - pilhapulmão,4.75 (#4),Image_032.tif
308,"3480,83","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Angularity\Image_033,tif",ocs - pilhapulmão,4.75 (#4),Image_033.tif
309,"3039,09","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Angularity\Image_034,tif",ocs - pilhapulmão,4.75 (#4),Image_034.tif
310,"4054,11","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Angularity\Image_035,tif",ocs - pilhapulmão,4.75 (#4),Image_035.tif
311,"2453,89","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Angularity\Image_036,tif",ocs - pilhapulmão,4.75 (#4),Image_036.tif
312,"3435,09","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Angularity\Image_037,tif",ocs - pilhapulmão,4.75 (#4),Image_037.tif
313,"3065,91","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Angularity\Image_038,tif",ocs - pilhapulmão,4.75 (#4),Image_038.tif
314,"3806,23","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Angularity\Image_039,tif",ocs - pilhapulmão,4.75 (#4),Image_039.tif
315,"3805,74","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Angularity\Image_040,tif",ocs - pilhapulmão,4.75 (#4),Image_040.tif
316,"4665,47","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Angularity\Image_041,tif",ocs - pilhapulmão,4.75 (#4),Image_041.tif
317,"4547,86","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Angularity\Image_042,tif",ocs - pilhapulmão,4.75 (#4),Image_042.tif
318,"3737,19","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Angularity\Image_043,tif",ocs - pilhapulmão,4.75 (#4),Image_043.tif
319,"3976,45","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Angularity\Image_044,tif",ocs - pilhapulmão,4.75 (#4),Image_044.tif
320,"3843,13","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Angularity\Image_045,tif",ocs - pilhapulmão,4.75 (#4),Image_045.tif
321,"3981,75","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Angularity\Image_046,tif",ocs - pilhapulmão,4.75 (#4),Image_046.tif
322,"2409,31","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Angularity\Image_047,tif",ocs - pilhapulmão,4.75 (#4),Image_047.tif
323,"3978,26","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Angularity\Image_048,tif",ocs - pilhapulmão,4.75 (#4),Image_048.tif
324,"1796,30","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Angularity\Image_049,tif",ocs - pilhapulmão,4.75 (#4),Image_049.tif
325,"2661,07","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Angularity\Image_050,tif",ocs - pilhapulmão,4.75 (#4),Image_050.tif
326,"2666,53","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Angularity\Image_051,tif",ocs - pilhapulmão,4.75 (#4),Image_051.tif
327,"3686,87","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Angularity\Image_052,tif",ocs - pilhapulmão,4.75 (#4),Image_052.tif
328,"4056,89","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Angularity\Image_053,tif",ocs - pilhapulmão,4.75 (#4),Image_053.tif
329,"2767,94","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Angularity\Image_054,tif",ocs - pilhapulmão,4.75 (#4),Image_054.tif
330,"3627,63","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Angularity\Image_055,tif",ocs - pilhapulmão,4.75 (#4),Image_055.tif
331,"3483,48","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Angularity\Image_056,tif",ocs - pilhapulmão,4.75 (#4),Image_056.tif
332,"2932,57","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Angularity\Image_057,tif",ocs - pilhapulmão,4.75 (#4),Image_057.tif
333,"4184,59","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Angularity\Image_058,tif",ocs - pilhapulmão,4.75 (#4),Image_058.tif
334,"3421,42","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Angularity\Image_059,tif",ocs - pilhapulmão,4.75 (#4),Image_059.tif
335,"3369,34","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Angularity\Image_060,tif",ocs - pilhapulmão,4.75 (#4),Image_060.tif
336,"2653,10","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Angularity\Image_061,tif",ocs - pilhapulmão,4.75 (#4),Image_061.tif
337,"3254,44","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Angularity\Image_062,tif",ocs - pilhapulmão,4.75 (#4),Image_062.tif
338,"3489,18","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Angularity\Image_063,tif",ocs - pilhapulmão,4.75 (#4),Image_063.tif
339,"3574,47","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Angularity\Image_064,tif",ocs - pilhapulmão,4.75 (#4),Image_064.tif
340,"3655,90","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Angularity\Image_065,tif",ocs - pilhapulmão,4.75 (#4),Image_065.tif
341,"3235,53","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Angularity\Image_066,tif",ocs - pilhapulmão,4.75 (#4),Image_066.tif
342,"2521,28","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Angularity\Image_067,tif",ocs - pilhapulmão,4.75 (#4),Image_067.tif
343,"2405,56","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Angularity\Image_068,tif",ocs - pilhapulmão,4.75 (#4),Image_068.tif
344,"3745,32","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Angularity\Image_069,tif",ocs - pilhapulmão,4.75 (#4),Image_069.tif
345,"3476,40","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Angularity\Image_070,tif",ocs - pilhapulmão,4.75 (#4),Image_070.tif
346,"2309,20","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Angularity\Image_071,tif",ocs - pilhapulmão,4.75 (#4),Image_071.tif
347,"5651,51","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Angularity\Image_072,tif",ocs - pilhapulmão,4.75 (#4),Image_072.tif
348,"3266,72","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Angularity\Image_073,tif",ocs - pilhapulmão,4.75 (#4),Image_073.tif
349,"3739,11","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\4,75 (#4)\Angularity\Image_074,tif",ocs - pilhapulmão,4.75 (#4),Image_074.tif
350,"3655,59","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Angularity\Image_000,tif",ocs - pilhapulmão,9.5 (0.375),Image_000.tif
351,"3701,21","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Angularity\Image_001,tif",ocs - pilhapulmão,9.5 (0.375),Image_001.tif
352,"3393,12","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Angularity\Image_002,tif",ocs - pilhapulmão,9.5 (0.375),Image_002.tif
353,"3999,97","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Angularity\Image_003,tif",ocs - pilhapulmão,9.5 (0.375),Image_003.tif
354,"3010,61","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Angularity\Image_004,tif",ocs - pilhapulmão,9.5 (0.375),Image_004.tif
355,"2021,94","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Angularity\Image_005,tif",ocs - pilhapulmão,9.5 (0.375),Image_005.tif
356,"4148,25","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Angularity\Image_006,tif",ocs - pilhapulmão,9.5 (0.375),Image_006.tif
357,"2504,39","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Angularity\Image_007,tif",ocs - pilhapulmão,9.5 (0.375),Image_007.tif
358,"2994,81","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Angularity\Image_008,tif",ocs - pilhapulmão,9.5 (0.375),Image_008.tif
359,"3137,98","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Angularity\Image_009,tif",ocs - pilhapulmão,9.5 (0.375),Image_009.tif
360,"3213,05","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Angularity\Image_010,tif",ocs - pilhapulmão,9.5 (0.375),Image_010.tif
361,"4174,53","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Angularity\Image_011,tif",ocs - pilhapulmão,9.5 (0.375),Image_011.tif
362,"3034,73","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Angularity\Image_012,tif",ocs - pilhapulmão,9.5 (0.375),Image_012.tif
363,"4818,24","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Angularity\Image_013,tif",ocs - pilhapulmão,9.5 (0.375),Image_013.tif
364,"2713,66","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Angularity\Image_014,tif",ocs - pilhapulmão,9.5 (0.375),Image_014.tif
365,"3161,12","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Angularity\Image_015,tif",ocs - pilhapulmão,9.5 (0.375),Image_015.tif
366,"2853,90","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Angularity\Image_016,tif",ocs - pilhapulmão,9.5 (0.375),Image_016.tif
367,"4018,62","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Angularity\Image_017,tif",ocs - pilhapulmão,9.5 (0.375),Image_017.tif
368,"3755,32","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Angularity\Image_018,tif",ocs - pilhapulmão,9.5 (0.375),Image_018.tif
369,"2858,50","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Angularity\Image_019,tif",ocs - pilhapulmão,9.5 (0.375),Image_019.tif
370,"4968,38","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Angularity\Image_020,tif",ocs - pilhapulmão,9.5 (0.375),Image_020.tif
371,"4157,00","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Angularity\Image_021,tif",ocs - pilhapulmão,9.5 (0.375),Image_021.tif
372,"3516,03","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Angularity\Image_022,tif",ocs - pilhapulmão,9.5 (0.375),Image_022.tif
373,"3504,92","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Angularity\Image_023,tif",ocs - pilhapulmão,9.5 (0.375),Image_023.tif
374,"3327,15","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Angularity\Image_024,tif",ocs - pilhapulmão,9.5 (0.375),Image_024.tif
375,"4818,03","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Angularity\Image_025,tif",ocs - pilhapulmão,9.5 (0.375),Image_025.tif
376,"2041,92","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Angularity\Image_026,tif",ocs - pilhapulmão,9.5 (0.375),Image_026.tif
377,"3951,41","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Angularity\Image_027,tif",ocs - pilhapulmão,9.5 (0.375),Image_027.tif
378,"4246,21","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Angularity\Image_028,tif",ocs - pilhapulmão,9.5 (0.375),Image_028.tif
379,"2260,61","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Angularity\Image_029,tif",ocs - pilhapulmão,9.5 (0.375),Image_029.tif
380,"1878,90","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Angularity\Image_030,tif",ocs - pilhapulmão,9.5 (0.375),Image_030.tif
381,"3096,36","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Angularity\Image_031,tif",ocs - pilhapulmão,9.5 (0.375),Image_031.tif
382,"2882,92","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Angularity\Image_032,tif",ocs - pilhapulmão,9.5 (0.375),Image_032.tif
383,"4064,47","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Angularity\Image_033,tif",ocs - pilhapulmão,9.5 (0.375),Image_033.tif
384,"3780,63","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Angularity\Image_034,tif",ocs - pilhapulmão,9.5 (0.375),Image_034.tif
385,"4772,34","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Angularity\Image_035,tif",ocs - pilhapulmão,9.5 (0.375),Image_035.tif
386,"3466,91","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Angularity\Image_036,tif",ocs - pilhapulmão,9.5 (0.375),Image_036.tif
387,"3274,76","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Angularity\Image_037,tif",ocs - pilhapulmão,9.5 (0.375),Image_037.tif
388,"2355,43","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Angularity\Image_038,tif",ocs - pilhapulmão,9.5 (0.375),Image_038.tif
389,"3801,61","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Angularity\Image_039,tif",ocs - pilhapulmão,9.5 (0.375),Image_039.tif
390,"3650,24","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Angularity\Image_040,tif",ocs - pilhapulmão,9.5 (0.375),Image_040.tif
391,"2934,89","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Angularity\Image_041,tif",ocs - pilhapulmão,9.5 (0.375),Image_041.tif
392,"4161,56","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Angularity\Image_042,tif",ocs - pilhapulmão,9.5 (0.375),Image_042.tif
393,"3701,26","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Angularity\Image_043,tif",ocs - pilhapulmão,9.5 (0.375),Image_043.tif
394,"4470,49","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Angularity\Image_044,tif",ocs - pilhapulmão,9.5 (0.375),Image_044.tif
395,"3688,21","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Angularity\Image_045,tif",ocs - pilhapulmão,9.5 (0.375),Image_045.tif
396,"5415,87","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Angularity\Image_046,tif",ocs - pilhapulmão,9.5 (0.375),Image_046.tif
397,"3205,43","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Angularity\Image_047,tif",ocs - pilhapulmão,9.5 (0.375),Image_047.tif
398,"3387,73","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Angularity\Image_048,tif",ocs - pilhapulmão,9.5 (0.375),Image_048.tif
399,"4399,34","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Angularity\Image_049,tif",ocs - pilhapulmão,9.5 (0.375),Image_049.tif
400,"3619,51","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Angularity\Image_050,tif",ocs - pilhapulmão,9.5 (0.375),Image_050.tif
401,"2610,27","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Angularity\Image_051,tif",ocs - pilhapulmão,9.5 (0.375),Image_051.tif
402,"2812,64","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Angularity\Image_052,tif",ocs - pilhapulmão,9.5 (0.375),Image_052.tif
403,"3384,63","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Angularity\Image_053,tif",ocs - pilhapulmão,9.5 (0.375),Image_053.tif
404,"3143,60","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Angularity\Image_054,tif",ocs - pilhapulmão,9.5 (0.375),Image_054.tif
405,"3174,92","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Angularity\Image_055,tif",ocs - pilhapulmão,9.5 (0.375),Image_055.tif
406,"4431,96","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Angularity\Image_056,tif",ocs - pilhapulmão,9.5 (0.375),Image_056.tif
407,"2980,66","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Angularity\Image_057,tif",ocs - pilhapulmão,9.5 (0.375),Image_057.tif
408,"2523,47","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Angularity\Image_058,tif",ocs - pilhapulmão,9.5 (0.375),Image_058.tif
409,"3299,65","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Angularity\Image_059,tif",ocs - pilhapulmão,9.5 (0.375),Image_059.tif
410,"2896,01","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Angularity\Image_060,tif",ocs - pilhapulmão,9.5 (0.375),Image_060.tif
411,"2745,89","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Angularity\Image_061,tif",ocs - pilhapulmão,9.5 (0.375),Image_061.tif
412,"4521,59","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Angularity\Image_062,tif",ocs - pilhapulmão,9.5 (0.375),Image_062.tif
413,"3065,74","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Angularity\Image_063,tif",ocs - pilhapulmão,9.5 (0.375),Image_063.tif
414,"3414,35","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Angularity\Image_064,tif",ocs - pilhapulmão,9.5 (0.375),Image_064.tif
415,"4301,25","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Angularity\Image_065,tif",ocs - pilhapulmão,9.5 (0.375),Image_065.tif
416,"3471,10","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Angularity\Image_066,tif",ocs - pilhapulmão,9.5 (0.375),Image_066.tif
417,"3283,79","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Angularity\Image_067,tif",ocs - pilhapulmão,9.5 (0.375),Image_067.tif
418,"6008,40","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Angularity\Image_068,tif",ocs - pilhapulmão,9.5 (0.375),Image_068.tif
419,"2666,94","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Angularity\Image_069,tif",ocs - pilhapulmão,9.5 (0.375),Image_069.tif
420,"3948,50","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Angularity\Image_070,tif",ocs - pilhapulmão,9.5 (0.375),Image_070.tif
421,"2919,25","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Angularity\Image_071,tif",ocs - pilhapulmão,9.5 (0.375),Image_071.tif
422,"3010,91","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Angularity\Image_072,tif",ocs - pilhapulmão,9.5 (0.375),Image_072.tif
423,"3041,13","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Angularity\Image_073,tif",ocs - pilhapulmão,9.5 (0.375),Image_073.tif
424,"2375,59","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\9,5 (0,375)\Angularity\Image_074,tif",ocs - pilhapulmão,9.5 (0.375),Image_074.tif
425,"3015,87","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\12,5 (0,50)\Angularity\Image_000,tif",ocs - pilhapulmão,12.5 (0.50),Image_000.tif
426,"2845,74","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\12,5 (0,50)\Angularity\Image_001,tif",ocs - pilhapulmão,12.5 (0.50),Image_001.tif
427,"3141,59","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\12,5 (0,50)\Angularity\Image_002,tif",ocs - pilhapulmão,12.5 (0.50),Image_002.tif
428,"3721,42","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\12,5 (0,50)\Angularity\Image_003,tif",ocs - pilhapulmão,12.5 (0.50),Image_003.tif
429,"2974,84","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\12,5 (0,50)\Angularity\Image_004,tif",ocs - pilhapulmão,12.5 (0.50),Image_004.tif
430,"2756,16","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\12,5 (0,50)\Angularity\Image_005,tif",ocs - pilhapulmão,12.5 (0.50),Image_005.tif
431,"3418,12","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\12,5 (0,50)\Angularity\Image_006,tif",ocs - pilhapulmão,12.5 (0.50),Image_006.tif
432,"3196,57","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\12,5 (0,50)\Angularity\Image_007,tif",ocs - pilhapulmão,12.5 (0.50),Image_007.tif
433,"3539,09","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\12,5 (0,50)\Angularity\Image_008,tif",ocs - pilhapulmão,12.5 (0.50),Image_008.tif
434,"5031,21","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\12,5 (0,50)\Angularity\Image_009,tif",ocs - pilhapulmão,12.5 (0.50),Image_009.tif
435,"5364,31","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\12,5 (0,50)\Angularity\Image_010,tif",ocs - pilhapulmão,12.5 (0.50),Image_010.tif
436,"2302,77","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\12,5 (0,50)\Angularity\Image_011,tif",ocs - pilhapulmão,12.5 (0.50),Image_011.tif
437,"3769,07","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\12,5 (0,50)\Angularity\Image_012,tif",ocs - pilhapulmão,12.5 (0.50),Image_012.tif
438,"3401,35","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\12,5 (0,50)\Angularity\Image_013,tif",ocs - pilhapulmão,12.5 (0.50),Image_013.tif
439,"2592,88","C:\Documents and Settings\Pine\Desktop\Lara\Mestrado\OCS pulmao\12,5 (0,50)\Angularity\Image_014,tif",ocs - pilhapulmão,12.5 (0.50),Image_014.tif
