,angularity,filename,empresa,gravel_size,image
745,2399.13,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\9.5 (0.375)\Angularity\Image_045.tif,britacet 2,9.5 (0.375),Image_045.tif
746,2556.47,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\9.5 (0.375)\Angularity\Image_046.tif,britacet 2,9.5 (0.375),Image_046.tif
747,3463.64,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\9.5 (0.375)\Angularity\Image_047.tif,britacet 2,9.5 (0.375),Image_047.tif
748,4174.38,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\9.5 (0.375)\Angularity\Image_048.tif,britacet 2,9.5 (0.375),Image_048.tif
749,2307.03,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\9.5 (0.375)\Angularity\Image_049.tif,britacet 2,9.5 (0.375),Image_049.tif
750,2604.72,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Angularity\Image_000.tif,britacet 2,12.5 (0.50),Image_000.tif
751,3257.49,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Angularity\Image_001.tif,britacet 2,12.5 (0.50),Image_001.tif
752,1754.76,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Angularity\Image_002.tif,britacet 2,12.5 (0.50),Image_002.tif
753,2631.55,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Angularity\Image_003.tif,britacet 2,12.5 (0.50),Image_003.tif
754,2615.81,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Angularity\Image_004.tif,britacet 2,12.5 (0.50),Image_004.tif
755,3110.47,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Angularity\Image_005.tif,britacet 2,12.5 (0.50),Image_005.tif
756,4380.06,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Angularity\Image_006.tif,britacet 2,12.5 (0.50),Image_006.tif
757,3039.2,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Angularity\Image_007.tif,britacet 2,12.5 (0.50),Image_007.tif
758,2200.74,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Angularity\Image_008.tif,britacet 2,12.5 (0.50),Image_008.tif
759,3093.21,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Angularity\Image_009.tif,britacet 2,12.5 (0.50),Image_009.tif
760,2420.26,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Angularity\Image_010.tif,britacet 2,12.5 (0.50),Image_010.tif
761,2411.18,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Angularity\Image_011.tif,britacet 2,12.5 (0.50),Image_011.tif
762,2885.4,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Angularity\Image_012.tif,britacet 2,12.5 (0.50),Image_012.tif
763,3565.25,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Angularity\Image_013.tif,britacet 2,12.5 (0.50),Image_013.tif
764,4315.97,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Angularity\Image_014.tif,britacet 2,12.5 (0.50),Image_014.tif
765,2837.51,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Angularity\Image_015.tif,britacet 2,12.5 (0.50),Image_015.tif
766,1406.84,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Angularity\Image_016.tif,britacet 2,12.5 (0.50),Image_016.tif
767,3804.51,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Angularity\Image_017.tif,britacet 2,12.5 (0.50),Image_017.tif
768,2334.19,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Angularity\Image_018.tif,britacet 2,12.5 (0.50),Image_018.tif
769,2919.22,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Angularity\Image_019.tif,britacet 2,12.5 (0.50),Image_019.tif
770,3560.71,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Angularity\Image_020.tif,britacet 2,12.5 (0.50),Image_020.tif
771,3114.11,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Angularity\Image_021.tif,britacet 2,12.5 (0.50),Image_021.tif
772,1819.12,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Angularity\Image_022.tif,britacet 2,12.5 (0.50),Image_022.tif
773,3140.62,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Angularity\Image_023.tif,britacet 2,12.5 (0.50),Image_023.tif
774,3105.48,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Angularity\Image_024.tif,britacet 2,12.5 (0.50),Image_024.tif
775,1670.23,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Angularity\Image_025.tif,britacet 2,12.5 (0.50),Image_025.tif
776,3198.65,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Angularity\Image_026.tif,britacet 2,12.5 (0.50),Image_026.tif
777,2234.23,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Angularity\Image_027.tif,britacet 2,12.5 (0.50),Image_027.tif
778,3822.76,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Angularity\Image_028.tif,britacet 2,12.5 (0.50),Image_028.tif
779,3497.73,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Angularity\Image_029.tif,britacet 2,12.5 (0.50),Image_029.tif
780,2315.98,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Angularity\Image_030.tif,britacet 2,12.5 (0.50),Image_030.tif
781,2470.0,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Angularity\Image_031.tif,britacet 2,12.5 (0.50),Image_031.tif
782,2238.96,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Angularity\Image_032.tif,britacet 2,12.5 (0.50),Image_032.tif
783,2107.89,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Angularity\Image_033.tif,britacet 2,12.5 (0.50),Image_033.tif
784,3120.2,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Angularity\Image_034.tif,britacet 2,12.5 (0.50),Image_034.tif
785,2435.87,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Angularity\Image_035.tif,britacet 2,12.5 (0.50),Image_035.tif
786,3309.29,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Angularity\Image_036.tif,britacet 2,12.5 (0.50),Image_036.tif
787,3057.43,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Angularity\Image_037.tif,britacet 2,12.5 (0.50),Image_037.tif
788,1705.93,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Angularity\Image_038.tif,britacet 2,12.5 (0.50),Image_038.tif
789,2296.46,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Angularity\Image_039.tif,britacet 2,12.5 (0.50),Image_039.tif
790,2289.81,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Angularity\Image_040.tif,britacet 2,12.5 (0.50),Image_040.tif
791,3632.21,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Angularity\Image_041.tif,britacet 2,12.5 (0.50),Image_041.tif
792,2572.91,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Angularity\Image_042.tif,britacet 2,12.5 (0.50),Image_042.tif
793,2332.92,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Angularity\Image_043.tif,britacet 2,12.5 (0.50),Image_043.tif
794,3371.37,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Angularity\Image_044.tif,britacet 2,12.5 (0.50),Image_044.tif
795,3067.13,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Angularity\Image_045.tif,britacet 2,12.5 (0.50),Image_045.tif
796,2632.97,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Angularity\Image_046.tif,britacet 2,12.5 (0.50),Image_046.tif
797,2783.15,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Angularity\Image_047.tif,britacet 2,12.5 (0.50),Image_047.tif
798,1775.02,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Angularity\Image_048.tif,britacet 2,12.5 (0.50),Image_048.tif
799,4298.35,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Angularity\Image_049.tif,britacet 2,12.5 (0.50),Image_049.tif
800,3800.71,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\19.0 (0.75)\Angularity\Image_000.tif,britacet 1,19.0 (0.75),Image_000.tif
801,3190.94,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\19.0 (0.75)\Angularity\Image_001.tif,britacet 1,19.0 (0.75),Image_001.tif
802,3722.06,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\19.0 (0.75)\Angularity\Image_002.tif,britacet 1,19.0 (0.75),Image_002.tif
803,3079.23,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\19.0 (0.75)\Angularity\Image_003.tif,britacet 1,19.0 (0.75),Image_003.tif
804,2855.58,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\19.0 (0.75)\Angularity\Image_004.tif,britacet 1,19.0 (0.75),Image_004.tif
805,3306.51,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\19.0 (0.75)\Angularity\Image_005.tif,britacet 1,19.0 (0.75),Image_005.tif
806,2060.32,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\19.0 (0.75)\Angularity\Image_006.tif,britacet 1,19.0 (0.75),Image_006.tif
807,2495.71,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\19.0 (0.75)\Angularity\Image_007.tif,britacet 1,19.0 (0.75),Image_007.tif
808,3652.39,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\19.0 (0.75)\Angularity\Image_008.tif,britacet 1,19.0 (0.75),Image_008.tif
809,2969.47,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\19.0 (0.75)\Angularity\Image_009.tif,britacet 1,19.0 (0.75),Image_009.tif
810,2936.4,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\19.0 (0.75)\Angularity\Image_010.tif,britacet 1,19.0 (0.75),Image_010.tif
811,2288.76,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\19.0 (0.75)\Angularity\Image_011.tif,britacet 1,19.0 (0.75),Image_011.tif
812,2270.4,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\19.0 (0.75)\Angularity\Image_012.tif,britacet 1,19.0 (0.75),Image_012.tif
813,2389.2,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\19.0 (0.75)\Angularity\Image_013.tif,britacet 1,19.0 (0.75),Image_013.tif
814,2702.26,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\19.0 (0.75)\Angularity\Image_014.tif,britacet 1,19.0 (0.75),Image_014.tif
815,2077.89,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\19.0 (0.75)\Angularity\Image_015.tif,britacet 1,19.0 (0.75),Image_015.tif
816,1544.92,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\19.0 (0.75)\Angularity\Image_016.tif,britacet 1,19.0 (0.75),Image_016.tif
817,3635.34,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\19.0 (0.75)\Angularity\Image_017.tif,britacet 1,19.0 (0.75),Image_017.tif
818,2412.93,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\19.0 (0.75)\Angularity\Image_018.tif,britacet 1,19.0 (0.75),Image_018.tif
819,2874.68,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\19.0 (0.75)\Angularity\Image_019.tif,britacet 1,19.0 (0.75),Image_019.tif
820,2132.5,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\19.0 (0.75)\Angularity\Image_020.tif,britacet 1,19.0 (0.75),Image_020.tif
821,2303.11,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\19.0 (0.75)\Angularity\Image_021.tif,britacet 1,19.0 (0.75),Image_021.tif
822,2814.84,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\19.0 (0.75)\Angularity\Image_022.tif,britacet 1,19.0 (0.75),Image_022.tif
823,3008.01,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\19.0 (0.75)\Angularity\Image_023.tif,britacet 1,19.0 (0.75),Image_023.tif
824,2239.71,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\19.0 (0.75)\Angularity\Image_024.tif,britacet 1,19.0 (0.75),Image_024.tif
825,2339.83,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\19.0 (0.75)\Angularity\Image_025.tif,britacet 1,19.0 (0.75),Image_025.tif
826,2604.55,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\19.0 (0.75)\Angularity\Image_026.tif,britacet 1,19.0 (0.75),Image_026.tif
827,4035.64,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\19.0 (0.75)\Angularity\Image_027.tif,britacet 1,19.0 (0.75),Image_027.tif
828,2994.26,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\19.0 (0.75)\Angularity\Image_028.tif,britacet 1,19.0 (0.75),Image_028.tif
829,3905.51,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\19.0 (0.75)\Angularity\Image_029.tif,britacet 1,19.0 (0.75),Image_029.tif
830,3684.24,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\19.0 (0.75)\Angularity\Image_030.tif,britacet 1,19.0 (0.75),Image_030.tif
831,2382.2,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\19.0 (0.75)\Angularity\Image_031.tif,britacet 1,19.0 (0.75),Image_031.tif
832,1395.17,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\19.0 (0.75)\Angularity\Image_032.tif,britacet 1,19.0 (0.75),Image_032.tif
833,2455.89,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\19.0 (0.75)\Angularity\Image_033.tif,britacet 1,19.0 (0.75),Image_033.tif
834,3101.81,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\19.0 (0.75)\Angularity\Image_034.tif,britacet 1,19.0 (0.75),Image_034.tif
835,1829.22,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\19.0 (0.75)\Angularity\Image_035.tif,britacet 1,19.0 (0.75),Image_035.tif
836,1540.89,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\19.0 (0.75)\Angularity\Image_036.tif,britacet 1,19.0 (0.75),Image_036.tif
837,3528.61,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\19.0 (0.75)\Angularity\Image_037.tif,britacet 1,19.0 (0.75),Image_037.tif
838,2733.17,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\19.0 (0.75)\Angularity\Image_038.tif,britacet 1,19.0 (0.75),Image_038.tif
839,2217.52,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\19.0 (0.75)\Angularity\Image_039.tif,britacet 1,19.0 (0.75),Image_039.tif
840,2637.54,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\19.0 (0.75)\Angularity\Image_040.tif,britacet 1,19.0 (0.75),Image_040.tif
841,2162.57,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\19.0 (0.75)\Angularity\Image_041.tif,britacet 1,19.0 (0.75),Image_041.tif
842,3774.88,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\19.0 (0.75)\Angularity\Image_042.tif,britacet 1,19.0 (0.75),Image_042.tif
843,2513.26,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\19.0 (0.75)\Angularity\Image_043.tif,britacet 1,19.0 (0.75),Image_043.tif
844,2492.68,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\19.0 (0.75)\Angularity\Image_044.tif,britacet 1,19.0 (0.75),Image_044.tif
845,3241.31,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\19.0 (0.75)\Angularity\Image_045.tif,britacet 1,19.0 (0.75),Image_045.tif
846,3458.59,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\19.0 (0.75)\Angularity\Image_046.tif,britacet 1,19.0 (0.75),Image_046.tif
847,2346.53,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\19.0 (0.75)\Angularity\Image_047.tif,britacet 1,19.0 (0.75),Image_047.tif
848,1861.94,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\19.0 (0.75)\Angularity\Image_048.tif,britacet 1,19.0 (0.75),Image_048.tif
849,2702.57,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\19.0 (0.75)\Angularity\Image_049.tif,britacet 1,19.0 (0.75),Image_049.tif
850,3177.84,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\4.75 (#4)\Angularity\Image_000.tif,britacet 1,4.75 (#4),Image_000.tif
851,2181.01,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\4.75 (#4)\Angularity\Image_001.tif,britacet 1,4.75 (#4),Image_001.tif
852,2627.38,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\4.75 (#4)\Angularity\Image_002.tif,britacet 1,4.75 (#4),Image_002.tif
853,3824.34,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\4.75 (#4)\Angularity\Image_003.tif,britacet 1,4.75 (#4),Image_003.tif
854,3393.25,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\4.75 (#4)\Angularity\Image_004.tif,britacet 1,4.75 (#4),Image_004.tif
855,2233.77,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\4.75 (#4)\Angularity\Image_005.tif,britacet 1,4.75 (#4),Image_005.tif
856,2565.46,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\4.75 (#4)\Angularity\Image_006.tif,britacet 1,4.75 (#4),Image_006.tif
857,2757.71,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\4.75 (#4)\Angularity\Image_007.tif,britacet 1,4.75 (#4),Image_007.tif
858,2484.24,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\4.75 (#4)\Angularity\Image_008.tif,britacet 1,4.75 (#4),Image_008.tif
859,3390.1,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\4.75 (#4)\Angularity\Image_009.tif,britacet 1,4.75 (#4),Image_009.tif
860,3602.28,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\4.75 (#4)\Angularity\Image_010.tif,britacet 1,4.75 (#4),Image_010.tif
861,2739.65,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\4.75 (#4)\Angularity\Image_011.tif,britacet 1,4.75 (#4),Image_011.tif
862,2867.15,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\4.75 (#4)\Angularity\Image_012.tif,britacet 1,4.75 (#4),Image_012.tif
863,1678.96,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\4.75 (#4)\Angularity\Image_013.tif,britacet 1,4.75 (#4),Image_013.tif
864,3805.67,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\4.75 (#4)\Angularity\Image_014.tif,britacet 1,4.75 (#4),Image_014.tif
865,3031.89,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\4.75 (#4)\Angularity\Image_015.tif,britacet 1,4.75 (#4),Image_015.tif
866,2998.53,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\4.75 (#4)\Angularity\Image_016.tif,britacet 1,4.75 (#4),Image_016.tif
867,3422.15,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\4.75 (#4)\Angularity\Image_017.tif,britacet 1,4.75 (#4),Image_017.tif
868,2528.78,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\4.75 (#4)\Angularity\Image_018.tif,britacet 1,4.75 (#4),Image_018.tif
869,2076.36,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\4.75 (#4)\Angularity\Image_019.tif,britacet 1,4.75 (#4),Image_019.tif
870,2871.02,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\4.75 (#4)\Angularity\Image_020.tif,britacet 1,4.75 (#4),Image_020.tif
871,3635.94,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\4.75 (#4)\Angularity\Image_021.tif,britacet 1,4.75 (#4),Image_021.tif
872,3199.08,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\4.75 (#4)\Angularity\Image_022.tif,britacet 1,4.75 (#4),Image_022.tif
873,2102.62,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\4.75 (#4)\Angularity\Image_023.tif,britacet 1,4.75 (#4),Image_023.tif
874,2869.1,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\4.75 (#4)\Angularity\Image_024.tif,britacet 1,4.75 (#4),Image_024.tif
875,2764.71,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\4.75 (#4)\Angularity\Image_025.tif,britacet 1,4.75 (#4),Image_025.tif
876,2789.73,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\4.75 (#4)\Angularity\Image_026.tif,britacet 1,4.75 (#4),Image_026.tif
877,4453.95,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\4.75 (#4)\Angularity\Image_027.tif,britacet 1,4.75 (#4),Image_027.tif
878,3180.61,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\4.75 (#4)\Angularity\Image_028.tif,britacet 1,4.75 (#4),Image_028.tif
879,3719.65,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\4.75 (#4)\Angularity\Image_029.tif,britacet 1,4.75 (#4),Image_029.tif
880,2630.52,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\4.75 (#4)\Angularity\Image_030.tif,britacet 1,4.75 (#4),Image_030.tif
881,2530.05,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\4.75 (#4)\Angularity\Image_031.tif,britacet 1,4.75 (#4),Image_031.tif
882,3597.49,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\4.75 (#4)\Angularity\Image_032.tif,britacet 1,4.75 (#4),Image_032.tif
883,2767.07,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\4.75 (#4)\Angularity\Image_033.tif,britacet 1,4.75 (#4),Image_033.tif
884,2446.27,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\4.75 (#4)\Angularity\Image_034.tif,britacet 1,4.75 (#4),Image_034.tif
885,2105.86,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\4.75 (#4)\Angularity\Image_035.tif,britacet 1,4.75 (#4),Image_035.tif
886,2174.89,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\4.75 (#4)\Angularity\Image_036.tif,britacet 1,4.75 (#4),Image_036.tif
887,3967.33,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\4.75 (#4)\Angularity\Image_037.tif,britacet 1,4.75 (#4),Image_037.tif
888,2460.78,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\4.75 (#4)\Angularity\Image_038.tif,britacet 1,4.75 (#4),Image_038.tif
889,3450.52,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\4.75 (#4)\Angularity\Image_039.tif,britacet 1,4.75 (#4),Image_039.tif
890,3248.1,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\4.75 (#4)\Angularity\Image_040.tif,britacet 1,4.75 (#4),Image_040.tif
891,2262.66,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\4.75 (#4)\Angularity\Image_041.tif,britacet 1,4.75 (#4),Image_041.tif
892,3705.25,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\4.75 (#4)\Angularity\Image_042.tif,britacet 1,4.75 (#4),Image_042.tif
893,3876.28,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\4.75 (#4)\Angularity\Image_043.tif,britacet 1,4.75 (#4),Image_043.tif
894,2808.48,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\4.75 (#4)\Angularity\Image_044.tif,britacet 1,4.75 (#4),Image_044.tif
