,texture,filename,empresa,gravel_size,image
681,681.6,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\4.75 (#4)\Texture\Image_031.tif,britacet 2,4.75 (#4),Image_031.tif
682,149.8,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\4.75 (#4)\Texture\Image_032.tif,britacet 2,4.75 (#4),Image_032.tif
683,372.1,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\4.75 (#4)\Texture\Image_033.tif,britacet 2,4.75 (#4),Image_033.tif
684,278.8,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\4.75 (#4)\Texture\Image_034.tif,britacet 2,4.75 (#4),Image_034.tif
685,228.4,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\4.75 (#4)\Texture\Image_035.tif,britacet 2,4.75 (#4),Image_035.tif
686,288.6,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\4.75 (#4)\Texture\Image_036.tif,britacet 2,4.75 (#4),Image_036.tif
687,1451.7,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\4.75 (#4)\Texture\Image_037.tif,britacet 2,4.75 (#4),Image_037.tif
688,1069.7,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\4.75 (#4)\Texture\Image_038.tif,britacet 2,4.75 (#4),Image_038.tif
689,93.3,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\4.75 (#4)\Texture\Image_039.tif,britacet 2,4.75 (#4),Image_039.tif
690,175.6,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\4.75 (#4)\Texture\Image_040.tif,britacet 2,4.75 (#4),Image_040.tif
691,491.3,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\4.75 (#4)\Texture\Image_041.tif,britacet 2,4.75 (#4),Image_041.tif
692,806.9,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\4.75 (#4)\Texture\Image_042.tif,britacet 2,4.75 (#4),Image_042.tif
693,897.8,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\4.75 (#4)\Texture\Image_043.tif,britacet 2,4.75 (#4),Image_043.tif
694,530.6,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\4.75 (#4)\Texture\Image_044.tif,britacet 2,4.75 (#4),Image_044.tif
695,986.2,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\4.75 (#4)\Texture\Image_045.tif,britacet 2,4.75 (#4),Image_045.tif
696,267.7,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\4.75 (#4)\Texture\Image_046.tif,britacet 2,4.75 (#4),Image_046.tif
697,163.3,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\4.75 (#4)\Texture\Image_047.tif,britacet 2,4.75 (#4),Image_047.tif
698,994.8,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\4.75 (#4)\Texture\Image_048.tif,britacet 2,4.75 (#4),Image_048.tif
699,165.8,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\4.75 (#4)\Texture\Image_049.tif,britacet 2,4.75 (#4),Image_049.tif
700,1098.0,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\9.5 (0.375)\Texture\Image_000.tif,britacet 2,9.5 (0.375),Image_000.tif
701,140.0,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\9.5 (0.375)\Texture\Image_001.tif,britacet 2,9.5 (0.375),Image_001.tif
702,460.6,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\9.5 (0.375)\Texture\Image_002.tif,britacet 2,9.5 (0.375),Image_002.tif
703,913.7,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\9.5 (0.375)\Texture\Image_003.tif,britacet 2,9.5 (0.375),Image_003.tif
704,915.0,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\9.5 (0.375)\Texture\Image_004.tif,britacet 2,9.5 (0.375),Image_004.tif
705,424.9,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\9.5 (0.375)\Texture\Image_005.tif,britacet 2,9.5 (0.375),Image_005.tif
706,588.3,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\9.5 (0.375)\Texture\Image_006.tif,britacet 2,9.5 (0.375),Image_006.tif
707,1099.2,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\9.5 (0.375)\Texture\Image_007.tif,britacet 2,9.5 (0.375),Image_007.tif
708,1411.1,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\9.5 (0.375)\Texture\Image_008.tif,britacet 2,9.5 (0.375),Image_008.tif
709,485.1,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\9.5 (0.375)\Texture\Image_009.tif,britacet 2,9.5 (0.375),Image_009.tif
710,935.9,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\9.5 (0.375)\Texture\Image_010.tif,britacet 2,9.5 (0.375),Image_010.tif
711,1185.2,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\9.5 (0.375)\Texture\Image_011.tif,britacet 2,9.5 (0.375),Image_011.tif
712,119.1,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\9.5 (0.375)\Texture\Image_012.tif,britacet 2,9.5 (0.375),Image_012.tif
713,653.4,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\9.5 (0.375)\Texture\Image_013.tif,britacet 2,9.5 (0.375),Image_013.tif
714,767.6,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\9.5 (0.375)\Texture\Image_014.tif,britacet 2,9.5 (0.375),Image_014.tif
715,1141.0,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\9.5 (0.375)\Texture\Image_015.tif,britacet 2,9.5 (0.375),Image_015.tif
716,930.9,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\9.5 (0.375)\Texture\Image_016.tif,britacet 2,9.5 (0.375),Image_016.tif
717,1141.0,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\9.5 (0.375)\Texture\Image_017.tif,britacet 2,9.5 (0.375),Image_017.tif
718,1174.1,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\9.5 (0.375)\Texture\Image_018.tif,britacet 2,9.5 (0.375),Image_018.tif
719,1306.8,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\9.5 (0.375)\Texture\Image_019.tif,britacet 2,9.5 (0.375),Image_019.tif
720,275.1,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\9.5 (0.375)\Texture\Image_020.tif,britacet 2,9.5 (0.375),Image_020.tif
721,953.0,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\9.5 (0.375)\Texture\Image_021.tif,britacet 2,9.5 (0.375),Image_021.tif
722,1020.6,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\9.5 (0.375)\Texture\Image_022.tif,britacet 2,9.5 (0.375),Image_022.tif
723,283.7,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\9.5 (0.375)\Texture\Image_023.tif,britacet 2,9.5 (0.375),Image_023.tif
724,431.1,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\9.5 (0.375)\Texture\Image_024.tif,britacet 2,9.5 (0.375),Image_024.tif
725,724.6,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\9.5 (0.375)\Texture\Image_025.tif,britacet 2,9.5 (0.375),Image_025.tif
726,479.0,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\9.5 (0.375)\Texture\Image_026.tif,britacet 2,9.5 (0.375),Image_026.tif
727,910.1,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\9.5 (0.375)\Texture\Image_027.tif,britacet 2,9.5 (0.375),Image_027.tif
728,1111.5,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\9.5 (0.375)\Texture\Image_028.tif,britacet 2,9.5 (0.375),Image_028.tif
729,596.9,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\9.5 (0.375)\Texture\Image_029.tif,britacet 2,9.5 (0.375),Image_029.tif
730,845.0,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\9.5 (0.375)\Texture\Image_030.tif,britacet 2,9.5 (0.375),Image_030.tif
731,388.1,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\9.5 (0.375)\Texture\Image_031.tif,britacet 2,9.5 (0.375),Image_031.tif
732,216.2,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\9.5 (0.375)\Texture\Image_032.tif,britacet 2,9.5 (0.375),Image_032.tif
733,452.0,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\9.5 (0.375)\Texture\Image_033.tif,britacet 2,9.5 (0.375),Image_033.tif
734,490.0,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\9.5 (0.375)\Texture\Image_034.tif,britacet 2,9.5 (0.375),Image_034.tif
735,829.0,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\9.5 (0.375)\Texture\Image_035.tif,britacet 2,9.5 (0.375),Image_035.tif
736,1035.3,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\9.5 (0.375)\Texture\Image_036.tif,britacet 2,9.5 (0.375),Image_036.tif
737,1077.1,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\9.5 (0.375)\Texture\Image_037.tif,britacet 2,9.5 (0.375),Image_037.tif
738,660.7,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\9.5 (0.375)\Texture\Image_038.tif,britacet 2,9.5 (0.375),Image_038.tif
739,142.5,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\9.5 (0.375)\Texture\Image_039.tif,britacet 2,9.5 (0.375),Image_039.tif
740,1166.7,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\9.5 (0.375)\Texture\Image_040.tif,britacet 2,9.5 (0.375),Image_040.tif
741,852.3,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\9.5 (0.375)\Texture\Image_041.tif,britacet 2,9.5 (0.375),Image_041.tif
742,1037.8,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\9.5 (0.375)\Texture\Image_042.tif,britacet 2,9.5 (0.375),Image_042.tif
743,1021.8,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\9.5 (0.375)\Texture\Image_043.tif,britacet 2,9.5 (0.375),Image_043.tif
744,226.0,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\9.5 (0.375)\Texture\Image_044.tif,britacet 2,9.5 (0.375),Image_044.tif
745,394.2,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\9.5 (0.375)\Texture\Image_045.tif,britacet 2,9.5 (0.375),Image_045.tif
746,382.0,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\9.5 (0.375)\Texture\Image_046.tif,britacet 2,9.5 (0.375),Image_046.tif
747,564.9,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\9.5 (0.375)\Texture\Image_047.tif,britacet 2,9.5 (0.375),Image_047.tif
748,477.8,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\9.5 (0.375)\Texture\Image_048.tif,britacet 2,9.5 (0.375),Image_048.tif
749,736.9,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\9.5 (0.375)\Texture\Image_049.tif,britacet 2,9.5 (0.375),Image_049.tif
750,444.6,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Texture\Image_000.tif,britacet 2,12.5 (0.50),Image_000.tif
751,981.3,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Texture\Image_001.tif,britacet 2,12.5 (0.50),Image_001.tif
752,303.4,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Texture\Image_002.tif,britacet 2,12.5 (0.50),Image_002.tif
753,358.6,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Texture\Image_003.tif,britacet 2,12.5 (0.50),Image_003.tif
754,840.1,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Texture\Image_004.tif,britacet 2,12.5 (0.50),Image_004.tif
755,174.4,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Texture\Image_005.tif,britacet 2,12.5 (0.50),Image_005.tif
756,612.8,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Texture\Image_006.tif,britacet 2,12.5 (0.50),Image_006.tif
757,420.0,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Texture\Image_007.tif,britacet 2,12.5 (0.50),Image_007.tif
758,827.8,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Texture\Image_008.tif,britacet 2,12.5 (0.50),Image_008.tif
759,383.2,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Texture\Image_009.tif,britacet 2,12.5 (0.50),Image_009.tif
760,1339.9,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Texture\Image_010.tif,britacet 2,12.5 (0.50),Image_010.tif
761,601.8,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Texture\Image_011.tif,britacet 2,12.5 (0.50),Image_011.tif
762,975.2,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Texture\Image_012.tif,britacet 2,12.5 (0.50),Image_012.tif
763,292.3,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Texture\Image_013.tif,britacet 2,12.5 (0.50),Image_013.tif
764,444.6,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Texture\Image_014.tif,britacet 2,12.5 (0.50),Image_014.tif
765,1127.4,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Texture\Image_015.tif,britacet 2,12.5 (0.50),Image_015.tif
766,1042.7,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Texture\Image_016.tif,britacet 2,12.5 (0.50),Image_016.tif
767,194.0,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Texture\Image_017.tif,britacet 2,12.5 (0.50),Image_017.tif
768,380.7,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Texture\Image_018.tif,britacet 2,12.5 (0.50),Image_018.tif
769,367.2,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Texture\Image_019.tif,britacet 2,12.5 (0.50),Image_019.tif
770,633.7,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Texture\Image_020.tif,britacet 2,12.5 (0.50),Image_020.tif
771,1039.0,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Texture\Image_021.tif,britacet 2,12.5 (0.50),Image_021.tif
772,1020.6,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Texture\Image_022.tif,britacet 2,12.5 (0.50),Image_022.tif
773,881.8,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Texture\Image_023.tif,britacet 2,12.5 (0.50),Image_023.tif
774,358.6,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Texture\Image_024.tif,britacet 2,12.5 (0.50),Image_024.tif
775,1220.8,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Texture\Image_025.tif,britacet 2,12.5 (0.50),Image_025.tif
776,682.9,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Texture\Image_026.tif,britacet 2,12.5 (0.50),Image_026.tif
777,1150.8,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Texture\Image_027.tif,britacet 2,12.5 (0.50),Image_027.tif
778,1094.3,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Texture\Image_028.tif,britacet 2,12.5 (0.50),Image_028.tif
779,1358.3,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Texture\Image_029.tif,britacet 2,12.5 (0.50),Image_029.tif
780,1109.0,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Texture\Image_030.tif,britacet 2,12.5 (0.50),Image_030.tif
781,1257.6,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Texture\Image_031.tif,britacet 2,12.5 (0.50),Image_031.tif
782,593.2,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Texture\Image_032.tif,britacet 2,12.5 (0.50),Image_032.tif
783,1163.1,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Texture\Image_033.tif,britacet 2,12.5 (0.50),Image_033.tif
784,506.0,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Texture\Image_034.tif,britacet 2,12.5 (0.50),Image_034.tif
785,690.2,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Texture\Image_035.tif,britacet 2,12.5 (0.50),Image_035.tif
786,509.7,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Texture\Image_036.tif,britacet 2,12.5 (0.50),Image_036.tif
787,797.1,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Texture\Image_037.tif,britacet 2,12.5 (0.50),Image_037.tif
788,493.7,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Texture\Image_038.tif,britacet 2,12.5 (0.50),Image_038.tif
789,100.7,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Texture\Image_039.tif,britacet 2,12.5 (0.50),Image_039.tif
790,525.6,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Texture\Image_040.tif,britacet 2,12.5 (0.50),Image_040.tif
791,1314.1,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Texture\Image_041.tif,britacet 2,12.5 (0.50),Image_041.tif
792,880.6,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Texture\Image_042.tif,britacet 2,12.5 (0.50),Image_042.tif
793,1160.6,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Texture\Image_043.tif,britacet 2,12.5 (0.50),Image_043.tif
794,626.4,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Texture\Image_044.tif,britacet 2,12.5 (0.50),Image_044.tif
795,1074.6,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Texture\Image_045.tif,britacet 2,12.5 (0.50),Image_045.tif
796,885.5,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Texture\Image_046.tif,britacet 2,12.5 (0.50),Image_046.tif
797,658.3,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Texture\Image_047.tif,britacet 2,12.5 (0.50),Image_047.tif
798,1107.8,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Texture\Image_048.tif,britacet 2,12.5 (0.50),Image_048.tif
799,997.3,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 2\Britacet 2\12.5 (0.50)\Texture\Image_049.tif,britacet 2,12.5 (0.50),Image_049.tif
800,1315.3,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\19.0 (0.75)\Texture\Image_000.tif,britacet 1,19.0 (0.75),Image_000.tif
801,1279.7,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\19.0 (0.75)\Texture\Image_001.tif,britacet 1,19.0 (0.75),Image_001.tif
802,857.2,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\19.0 (0.75)\Texture\Image_002.tif,britacet 1,19.0 (0.75),Image_002.tif
803,599.3,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\19.0 (0.75)\Texture\Image_003.tif,britacet 1,19.0 (0.75),Image_003.tif
804,605.5,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\19.0 (0.75)\Texture\Image_004.tif,britacet 1,19.0 (0.75),Image_004.tif
805,506.0,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\19.0 (0.75)\Texture\Image_005.tif,britacet 1,19.0 (0.75),Image_005.tif
806,993.6,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\19.0 (0.75)\Texture\Image_006.tif,britacet 1,19.0 (0.75),Image_006.tif
807,930.9,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\19.0 (0.75)\Texture\Image_007.tif,britacet 1,19.0 (0.75),Image_007.tif
808,179.3,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\19.0 (0.75)\Texture\Image_008.tif,britacet 1,19.0 (0.75),Image_008.tif
809,1177.8,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\19.0 (0.75)\Texture\Image_009.tif,britacet 1,19.0 (0.75),Image_009.tif
810,671.8,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\19.0 (0.75)\Texture\Image_010.tif,britacet 1,19.0 (0.75),Image_010.tif
811,1296.9,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\19.0 (0.75)\Texture\Image_011.tif,britacet 1,19.0 (0.75),Image_011.tif
812,1160.6,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\19.0 (0.75)\Texture\Image_012.tif,britacet 1,19.0 (0.75),Image_012.tif
813,955.5,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\19.0 (0.75)\Texture\Image_013.tif,britacet 1,19.0 (0.75),Image_013.tif
814,541.6,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\19.0 (0.75)\Texture\Image_014.tif,britacet 1,19.0 (0.75),Image_014.tif
815,1082.0,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\19.0 (0.75)\Texture\Image_015.tif,britacet 1,19.0 (0.75),Image_015.tif
816,1083.2,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\19.0 (0.75)\Texture\Image_016.tif,britacet 1,19.0 (0.75),Image_016.tif
817,872.0,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\19.0 (0.75)\Texture\Image_017.tif,britacet 1,19.0 (0.75),Image_017.tif
818,1249.0,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\19.0 (0.75)\Texture\Image_018.tif,britacet 1,19.0 (0.75),Image_018.tif
819,954.3,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\19.0 (0.75)\Texture\Image_019.tif,britacet 1,19.0 (0.75),Image_019.tif
820,1080.8,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\19.0 (0.75)\Texture\Image_020.tif,britacet 1,19.0 (0.75),Image_020.tif
821,853.6,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\19.0 (0.75)\Texture\Image_021.tif,britacet 1,19.0 (0.75),Image_021.tif
822,612.8,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\19.0 (0.75)\Texture\Image_022.tif,britacet 1,19.0 (0.75),Image_022.tif
823,447.0,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\19.0 (0.75)\Texture\Image_023.tif,britacet 1,19.0 (0.75),Image_023.tif
824,956.7,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\19.0 (0.75)\Texture\Image_024.tif,britacet 1,19.0 (0.75),Image_024.tif
825,1098.0,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\19.0 (0.75)\Texture\Image_025.tif,britacet 1,19.0 (0.75),Image_025.tif
826,1015.7,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\19.0 (0.75)\Texture\Image_026.tif,britacet 1,19.0 (0.75),Image_026.tif
827,881.8,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\19.0 (0.75)\Texture\Image_027.tif,britacet 1,19.0 (0.75),Image_027.tif
828,562.5,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\19.0 (0.75)\Texture\Image_028.tif,britacet 1,19.0 (0.75),Image_028.tif
829,415.1,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\19.0 (0.75)\Texture\Image_029.tif,britacet 1,19.0 (0.75),Image_029.tif
830,1137.3,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\19.0 (0.75)\Texture\Image_030.tif,britacet 1,19.0 (0.75),Image_030.tif
831,540.4,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\19.0 (0.75)\Texture\Image_031.tif,britacet 1,19.0 (0.75),Image_031.tif
832,1058.7,C:\Documents and Settings\Pine\Desktop\Lara\Britacet amostra 1\Britacet1\19.0 (0.75)\Texture\Image_032.tif,britacet 1,19.0 (0.75),Image_032.tif
