,texture,filename,empresa,gravel_size,image
0,673.0,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\19.0 (0.75)\Texture\Image_000.tif,britacet 3,19.0 (0.75),Image_000.tif
1,596.9,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\19.0 (0.75)\Texture\Image_001.tif,britacet 3,19.0 (0.75),Image_001.tif
2,275.1,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\19.0 (0.75)\Texture\Image_002.tif,britacet 3,19.0 (0.75),Image_002.tif
3,722.2,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\19.0 (0.75)\Texture\Image_003.tif,britacet 3,19.0 (0.75),Image_003.tif
4,923.6,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\19.0 (0.75)\Texture\Image_004.tif,britacet 3,19.0 (0.75),Image_004.tif
5,793.4,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\19.0 (0.75)\Texture\Image_005.tif,britacet 3,19.0 (0.75),Image_005.tif
6,790.9,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\19.0 (0.75)\Texture\Image_006.tif,britacet 3,19.0 (0.75),Image_006.tif
7,273.9,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\19.0 (0.75)\Texture\Image_007.tif,britacet 3,19.0 (0.75),Image_007.tif
8,156.0,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\19.0 (0.75)\Texture\Image_008.tif,britacet 3,19.0 (0.75),Image_008.tif
9,876.9,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\19.0 (0.75)\Texture\Image_009.tif,britacet 3,19.0 (0.75),Image_009.tif
10,697.6,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\19.0 (0.75)\Texture\Image_010.tif,britacet 3,19.0 (0.75),Image_010.tif
11,784.8,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\19.0 (0.75)\Texture\Image_011.tif,britacet 3,19.0 (0.75),Image_011.tif
12,359.8,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\19.0 (0.75)\Texture\Image_012.tif,britacet 3,19.0 (0.75),Image_012.tif
13,331.6,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\19.0 (0.75)\Texture\Image_013.tif,britacet 3,19.0 (0.75),Image_013.tif
14,867.1,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\19.0 (0.75)\Texture\Image_014.tif,britacet 3,19.0 (0.75),Image_014.tif
15,926.0,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\19.0 (0.75)\Texture\Image_015.tif,britacet 3,19.0 (0.75),Image_015.tif
16,852.3,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\19.0 (0.75)\Texture\Image_016.tif,britacet 3,19.0 (0.75),Image_016.tif
17,928.5,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\19.0 (0.75)\Texture\Image_017.tif,britacet 3,19.0 (0.75),Image_017.tif
18,1263.8,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\19.0 (0.75)\Texture\Image_018.tif,britacet 3,19.0 (0.75),Image_018.tif
19,1459.0,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\19.0 (0.75)\Texture\Image_019.tif,britacet 3,19.0 (0.75),Image_019.tif
20,870.8,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\19.0 (0.75)\Texture\Image_020.tif,britacet 3,19.0 (0.75),Image_020.tif
21,788.5,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\19.0 (0.75)\Texture\Image_021.tif,britacet 3,19.0 (0.75),Image_021.tif
22,579.7,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\19.0 (0.75)\Texture\Image_022.tif,britacet 3,19.0 (0.75),Image_022.tif
23,1405.0,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\19.0 (0.75)\Texture\Image_023.tif,britacet 3,19.0 (0.75),Image_023.tif
24,751.6,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\19.0 (0.75)\Texture\Image_024.tif,britacet 3,19.0 (0.75),Image_024.tif
25,442.1,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\19.0 (0.75)\Texture\Image_025.tif,britacet 3,19.0 (0.75),Image_025.tif
26,940.8,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\19.0 (0.75)\Texture\Image_026.tif,britacet 3,19.0 (0.75),Image_026.tif
27,517.1,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\19.0 (0.75)\Texture\Image_027.tif,britacet 3,19.0 (0.75),Image_027.tif
28,1269.9,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\19.0 (0.75)\Texture\Image_028.tif,britacet 3,19.0 (0.75),Image_028.tif
29,1086.9,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\19.0 (0.75)\Texture\Image_029.tif,britacet 3,19.0 (0.75),Image_029.tif
30,966.6,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\19.0 (0.75)\Texture\Image_030.tif,britacet 3,19.0 (0.75),Image_030.tif
31,969.0,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\19.0 (0.75)\Texture\Image_031.tif,britacet 3,19.0 (0.75),Image_031.tif
32,312.0,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\19.0 (0.75)\Texture\Image_032.tif,britacet 3,19.0 (0.75),Image_032.tif
33,121.6,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\19.0 (0.75)\Texture\Image_033.tif,britacet 3,19.0 (0.75),Image_033.tif
34,773.7,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\19.0 (0.75)\Texture\Image_034.tif,britacet 3,19.0 (0.75),Image_034.tif
35,413.9,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\19.0 (0.75)\Texture\Image_035.tif,britacet 3,19.0 (0.75),Image_035.tif
36,654.6,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\19.0 (0.75)\Texture\Image_036.tif,britacet 3,19.0 (0.75),Image_036.tif
37,1242.9,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\19.0 (0.75)\Texture\Image_037.tif,britacet 3,19.0 (0.75),Image_037.tif
38,564.9,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\19.0 (0.75)\Texture\Image_038.tif,britacet 3,19.0 (0.75),Image_038.tif
39,448.3,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\19.0 (0.75)\Texture\Image_039.tif,britacet 3,19.0 (0.75),Image_039.tif
40,267.7,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\19.0 (0.75)\Texture\Image_040.tif,britacet 3,19.0 (0.75),Image_040.tif
41,698.8,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\19.0 (0.75)\Texture\Image_041.tif,britacet 3,19.0 (0.75),Image_041.tif
42,883.0,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\19.0 (0.75)\Texture\Image_042.tif,britacet 3,19.0 (0.75),Image_042.tif
43,1008.3,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\19.0 (0.75)\Texture\Image_043.tif,britacet 3,19.0 (0.75),Image_043.tif
44,912.5,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\19.0 (0.75)\Texture\Image_044.tif,britacet 3,19.0 (0.75),Image_044.tif
45,200.2,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\19.0 (0.75)\Texture\Image_045.tif,britacet 3,19.0 (0.75),Image_045.tif
46,872.0,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\19.0 (0.75)\Texture\Image_046.tif,britacet 3,19.0 (0.75),Image_046.tif
47,600.6,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\19.0 (0.75)\Texture\Image_047.tif,britacet 3,19.0 (0.75),Image_047.tif
48,1070.9,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\19.0 (0.75)\Texture\Image_048.tif,britacet 3,19.0 (0.75),Image_048.tif
49,499.9,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\19.0 (0.75)\Texture\Image_049.tif,britacet 3,19.0 (0.75),Image_049.tif
50,115.4,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\4.75 (#4)\Texture\Image_000.tif,britacet 3,4.75 (#4),Image_000.tif
51,515.8,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\4.75 (#4)\Texture\Image_001.tif,britacet 3,4.75 (#4),Image_001.tif
52,578.5,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\4.75 (#4)\Texture\Image_002.tif,britacet 3,4.75 (#4),Image_002.tif
53,486.3,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\4.75 (#4)\Texture\Image_003.tif,britacet 3,4.75 (#4),Image_003.tif
54,388.1,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\4.75 (#4)\Texture\Image_004.tif,britacet 3,4.75 (#4),Image_004.tif
55,146.1,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\4.75 (#4)\Texture\Image_005.tif,britacet 3,4.75 (#4),Image_005.tif
56,217.4,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\4.75 (#4)\Texture\Image_006.tif,britacet 3,4.75 (#4),Image_006.tif
57,191.6,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\4.75 (#4)\Texture\Image_007.tif,britacet 3,4.75 (#4),Image_007.tif
58,670.6,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\4.75 (#4)\Texture\Image_008.tif,britacet 3,4.75 (#4),Image_008.tif
59,598.1,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\4.75 (#4)\Texture\Image_009.tif,britacet 3,4.75 (#4),Image_009.tif
60,714.8,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\4.75 (#4)\Texture\Image_010.tif,britacet 3,4.75 (#4),Image_010.tif
61,555.1,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\4.75 (#4)\Texture\Image_011.tif,britacet 3,4.75 (#4),Image_011.tif
62,944.4,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\4.75 (#4)\Texture\Image_012.tif,britacet 3,4.75 (#4),Image_012.tif
63,503.5,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\4.75 (#4)\Texture\Image_013.tif,britacet 3,4.75 (#4),Image_013.tif
64,129.0,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\4.75 (#4)\Texture\Image_014.tif,britacet 3,4.75 (#4),Image_014.tif
65,831.5,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\4.75 (#4)\Texture\Image_015.tif,britacet 3,4.75 (#4),Image_015.tif
66,806.9,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\4.75 (#4)\Texture\Image_016.tif,britacet 3,4.75 (#4),Image_016.tif
67,534.2,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\4.75 (#4)\Texture\Image_017.tif,britacet 3,4.75 (#4),Image_017.tif
68,152.3,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\4.75 (#4)\Texture\Image_018.tif,britacet 3,4.75 (#4),Image_018.tif
69,545.3,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\4.75 (#4)\Texture\Image_019.tif,britacet 3,4.75 (#4),Image_019.tif
70,429.9,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\4.75 (#4)\Texture\Image_020.tif,britacet 3,4.75 (#4),Image_020.tif
71,985.0,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\4.75 (#4)\Texture\Image_021.tif,britacet 3,4.75 (#4),Image_021.tif
72,1030.4,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\4.75 (#4)\Texture\Image_022.tif,britacet 3,4.75 (#4),Image_022.tif
73,757.8,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\4.75 (#4)\Texture\Image_023.tif,britacet 3,4.75 (#4),Image_023.tif
74,589.5,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\4.75 (#4)\Texture\Image_024.tif,britacet 3,4.75 (#4),Image_024.tif
75,109.3,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\4.75 (#4)\Texture\Image_025.tif,britacet 3,4.75 (#4),Image_025.tif
76,262.8,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\4.75 (#4)\Texture\Image_026.tif,britacet 3,4.75 (#4),Image_026.tif
77,754.1,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\4.75 (#4)\Texture\Image_027.tif,britacet 3,4.75 (#4),Image_027.tif
78,362.3,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\4.75 (#4)\Texture\Image_028.tif,britacet 3,4.75 (#4),Image_028.tif
79,706.2,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\4.75 (#4)\Texture\Image_029.tif,britacet 3,4.75 (#4),Image_029.tif
80,443.4,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\4.75 (#4)\Texture\Image_030.tif,britacet 3,4.75 (#4),Image_030.tif
81,181.8,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\4.75 (#4)\Texture\Image_031.tif,britacet 3,4.75 (#4),Image_031.tif
82,496.2,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\4.75 (#4)\Texture\Image_032.tif,britacet 3,4.75 (#4),Image_032.tif
83,358.6,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\4.75 (#4)\Texture\Image_033.tif,britacet 3,4.75 (#4),Image_033.tif
84,315.6,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\4.75 (#4)\Texture\Image_034.tif,britacet 3,4.75 (#4),Image_034.tif
85,709.9,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\4.75 (#4)\Texture\Image_035.tif,britacet 3,4.75 (#4),Image_035.tif
86,1201.1,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\4.75 (#4)\Texture\Image_036.tif,britacet 3,4.75 (#4),Image_036.tif
87,167.0,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\4.75 (#4)\Texture\Image_037.tif,britacet 3,4.75 (#4),Image_037.tif
88,482.7,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\4.75 (#4)\Texture\Image_038.tif,britacet 3,4.75 (#4),Image_038.tif
89,228.4,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\4.75 (#4)\Texture\Image_039.tif,britacet 3,4.75 (#4),Image_039.tif
90,646.0,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\4.75 (#4)\Texture\Image_040.tif,britacet 3,4.75 (#4),Image_040.tif
91,343.9,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\4.75 (#4)\Texture\Image_041.tif,britacet 3,4.75 (#4),Image_041.tif
92,147.4,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\4.75 (#4)\Texture\Image_042.tif,britacet 3,4.75 (#4),Image_042.tif
93,72.5,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\4.75 (#4)\Texture\Image_043.tif,britacet 3,4.75 (#4),Image_043.tif
94,390.6,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\4.75 (#4)\Texture\Image_044.tif,britacet 3,4.75 (#4),Image_044.tif
95,854.8,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\4.75 (#4)\Texture\Image_045.tif,britacet 3,4.75 (#4),Image_045.tif
96,117.9,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\4.75 (#4)\Texture\Image_046.tif,britacet 3,4.75 (#4),Image_046.tif
97,479.0,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\4.75 (#4)\Texture\Image_047.tif,britacet 3,4.75 (#4),Image_047.tif
98,1080.8,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\4.75 (#4)\Texture\Image_048.tif,britacet 3,4.75 (#4),Image_048.tif
99,447.0,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\4.75 (#4)\Texture\Image_049.tif,britacet 3,4.75 (#4),Image_049.tif
100,684.1,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\9.5 (0.375)\Texture\Image_000.tif,britacet 3,9.5 (0.375),Image_000.tif
101,1316.6,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\9.5 (0.375)\Texture\Image_001.tif,britacet 3,9.5 (0.375),Image_001.tif
102,503.5,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\9.5 (0.375)\Texture\Image_002.tif,britacet 3,9.5 (0.375),Image_002.tif
103,826.5,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\9.5 (0.375)\Texture\Image_003.tif,britacet 3,9.5 (0.375),Image_003.tif
104,275.1,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\9.5 (0.375)\Texture\Image_004.tif,britacet 3,9.5 (0.375),Image_004.tif
105,760.2,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\9.5 (0.375)\Texture\Image_005.tif,britacet 3,9.5 (0.375),Image_005.tif
106,660.7,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\9.5 (0.375)\Texture\Image_006.tif,britacet 3,9.5 (0.375),Image_006.tif
107,109.3,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\9.5 (0.375)\Texture\Image_007.tif,britacet 3,9.5 (0.375),Image_007.tif
108,883.0,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\9.5 (0.375)\Texture\Image_008.tif,britacet 3,9.5 (0.375),Image_008.tif
109,537.9,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\9.5 (0.375)\Texture\Image_009.tif,britacet 3,9.5 (0.375),Image_009.tif
110,1029.2,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\9.5 (0.375)\Texture\Image_010.tif,britacet 3,9.5 (0.375),Image_010.tif
111,504.8,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\9.5 (0.375)\Texture\Image_011.tif,britacet 3,9.5 (0.375),Image_011.tif
112,868.3,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\9.5 (0.375)\Texture\Image_012.tif,britacet 3,9.5 (0.375),Image_012.tif
113,905.1,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\9.5 (0.375)\Texture\Image_013.tif,britacet 3,9.5 (0.375),Image_013.tif
114,960.4,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\9.5 (0.375)\Texture\Image_014.tif,britacet 3,9.5 (0.375),Image_014.tif
115,888.0,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\9.5 (0.375)\Texture\Image_015.tif,britacet 3,9.5 (0.375),Image_015.tif
116,856.0,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\9.5 (0.375)\Texture\Image_016.tif,britacet 3,9.5 (0.375),Image_016.tif
117,702.5,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\9.5 (0.375)\Texture\Image_017.tif,britacet 3,9.5 (0.375),Image_017.tif
118,191.6,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\9.5 (0.375)\Texture\Image_018.tif,britacet 3,9.5 (0.375),Image_018.tif
119,632.5,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\9.5 (0.375)\Texture\Image_019.tif,britacet 3,9.5 (0.375),Image_019.tif
120,158.4,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\9.5 (0.375)\Texture\Image_020.tif,britacet 3,9.5 (0.375),Image_020.tif
121,503.5,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\9.5 (0.375)\Texture\Image_021.tif,britacet 3,9.5 (0.375),Image_021.tif
122,817.9,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\9.5 (0.375)\Texture\Image_022.tif,britacet 3,9.5 (0.375),Image_022.tif
123,143.7,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\9.5 (0.375)\Texture\Image_023.tif,britacet 3,9.5 (0.375),Image_023.tif
124,717.2,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\9.5 (0.375)\Texture\Image_024.tif,britacet 3,9.5 (0.375),Image_024.tif
125,840.1,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\9.5 (0.375)\Texture\Image_025.tif,britacet 3,9.5 (0.375),Image_025.tif
126,919.9,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\9.5 (0.375)\Texture\Image_026.tif,britacet 3,9.5 (0.375),Image_026.tif
127,962.9,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\9.5 (0.375)\Texture\Image_027.tif,britacet 3,9.5 (0.375),Image_027.tif
128,765.1,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\9.5 (0.375)\Texture\Image_028.tif,britacet 3,9.5 (0.375),Image_028.tif
129,666.9,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\9.5 (0.375)\Texture\Image_029.tif,britacet 3,9.5 (0.375),Image_029.tif
130,804.4,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\9.5 (0.375)\Texture\Image_030.tif,britacet 3,9.5 (0.375),Image_030.tif
131,760.2,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\9.5 (0.375)\Texture\Image_031.tif,britacet 3,9.5 (0.375),Image_031.tif
132,777.4,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\9.5 (0.375)\Texture\Image_032.tif,britacet 3,9.5 (0.375),Image_032.tif
133,1094.3,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\9.5 (0.375)\Texture\Image_033.tif,britacet 3,9.5 (0.375),Image_033.tif
134,1139.7,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\9.5 (0.375)\Texture\Image_034.tif,britacet 3,9.5 (0.375),Image_034.tif
135,496.2,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\9.5 (0.375)\Texture\Image_035.tif,britacet 3,9.5 (0.375),Image_035.tif
136,660.7,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\9.5 (0.375)\Texture\Image_036.tif,britacet 3,9.5 (0.375),Image_036.tif
137,915.0,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\9.5 (0.375)\Texture\Image_037.tif,britacet 3,9.5 (0.375),Image_037.tif
138,919.9,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\9.5 (0.375)\Texture\Image_038.tif,britacet 3,9.5 (0.375),Image_038.tif
139,961.6,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\9.5 (0.375)\Texture\Image_039.tif,britacet 3,9.5 (0.375),Image_039.tif
140,555.1,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\9.5 (0.375)\Texture\Image_040.tif,britacet 3,9.5 (0.375),Image_040.tif
141,426.2,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\9.5 (0.375)\Texture\Image_041.tif,britacet 3,9.5 (0.375),Image_041.tif
142,1075.9,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\9.5 (0.375)\Texture\Image_042.tif,britacet 3,9.5 (0.375),Image_042.tif
143,226.0,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\9.5 (0.375)\Texture\Image_043.tif,britacet 3,9.5 (0.375),Image_043.tif
144,826.5,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\9.5 (0.375)\Texture\Image_044.tif,britacet 3,9.5 (0.375),Image_044.tif
145,348.8,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\9.5 (0.375)\Texture\Image_045.tif,britacet 3,9.5 (0.375),Image_045.tif
146,739.3,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\9.5 (0.375)\Texture\Image_046.tif,britacet 3,9.5 (0.375),Image_046.tif
147,550.2,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\9.5 (0.375)\Texture\Image_047.tif,britacet 3,9.5 (0.375),Image_047.tif
148,261.6,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\9.5 (0.375)\Texture\Image_048.tif,britacet 3,9.5 (0.375),Image_048.tif
149,171.9,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\9.5 (0.375)\Texture\Image_049.tif,britacet 3,9.5 (0.375),Image_049.tif
150,697.6,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\12.5 (0.50)\Texture\Image_000.tif,britacet 3,12.5 (0.50),Image_000.tif
151,291.1,C:\Documents and Settings\Pine\Desktop\Lara\graudos\Britacet BGS\Britacet\12.5 (0.50)\Texture\Image_001.tif,britacet 3,12.5 (0.50),Image_001.tif
